threshold,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,reject_precision,reject_recall,reject_f1,reject_support,false_accepts,false_rejects
0.72,0.9326710816777042,0.9497768093814585,0.9353898612050652,0.9402093860989621,0.9361535850475396,0.9326710816777042,0.9325279921233838,0.8917910447761194,0.9299610894941635,0.9104761904761904,257,18,29
0.73,0.9337748344370861,0.9507715488313335,0.9355751493280965,0.9408257716880535,0.9371722079800644,0.9337748344370861,0.9335955906330046,0.8921933085501859,0.933852140077821,0.9125475285171103,257,17,29
0.74,0.9337748344370861,0.9507715488313335,0.9355751493280965,0.9408257716880535,0.9371722079800644,0.9337748344370861,0.9335955906330046,0.8921933085501859,0.933852140077821,0.9125475285171103,257,17,29
0.75,0.9337748344370861,0.9520879463020671,0.9345699612606515,0.940901109395792,0.9374580089719227,0.9337748344370861,0.9336296304044257,0.8892988929889298,0.9377431906614786,0.9128787878787878,257,16,30
0.76,0.9326710816777042,0.9528042444616968,0.9326651993558897,0.9404029144184579,0.9364865182671654,0.9326710816777042,0.9326056441335557,0.8827838827838828,0.9377431906614786,0.909433962264151,257,16,32
0.77,0.9315673289183223,0.9536770784437744,0.9314747231654136,0.940104589185522,0.9357580271763838,0.9315673289183223,0.9315101696864341,0.8763636363636363,0.9377431906614786,0.9060150375939849,257,16,34
0.78,0.9326710816777042,0.9553264113974552,0.9316600112884449,0.9410642107155797,0.9368284753214071,0.9326710816777042,0.9325918279370926,0.8768115942028986,0.9416342412451362,0.9080675422138836,257,15,34
0.79,0.9315673289183223,0.9551305849920465,0.9304695350979686,0.9402403193502752,0.9358887593327213,0.9315673289183223,0.9314206607547597,0.8736462093862816,0.9416342412451362,0.9063670411985019,257,15,35
0.8,0.9315673289183223,0.9559782093478052,0.9294643470305237,0.9400236484292935,0.9360331048316334,0.9315673289183223,0.9313034545437968,0.8709677419354839,0.9455252918287937,0.9067164179104478,257,14,36
0.81,0.9315673289183223,0.9590720839056326,0.927156351848015,0.9401058000379402,0.9367667010998525,0.9315673289183223,0.9312513640866084,0.8626760563380281,0.953307392996109,0.9057301293900185,257,12,39
0.82,0.9271523178807947,0.9581765474420914,0.9210424062697836,0.9365371709247818,0.9331449356216932,0.9271523178807947,0.9270169922283868,0.8506944444444444,0.953307392996109,0.8990825688073395,257,12,43
0.83,0.9282560706401766,0.960675687429766,0.9198768842055545,0.9373161091254121,0.9345256343700457,0.9282560706401766,0.9281887267256642,0.8487972508591065,0.9610894941634242,0.9014598540145985,257,10,44
0.84,0.9271523178807947,0.9619001386619352,0.9186864080150783,0.9370676374725015,0.9342731798589315,0.9271523178807947,0.9271732190389554,0.8430034129692833,0.9610894941634242,0.8981818181818182,257,10,46
0.85,0.9238410596026491,0.9631927311569809,0.9127123820410522,0.9345128960704161,0.9319643681121574,0.9238410596026491,0.9240393544270383,0.8316498316498316,0.9610894941634242,0.8916967509025271,257,10,50
0.86,0.9172185430463576,0.9618440816060889,0.9035079128296308,0.9286045180503729,0.926919331370577,0.9172185430463576,0.9173876710038257,0.8151815181518152,0.9610894941634242,0.8821428571428571,257,10,56
0.87,0.9083885209713024,0.9645387639776534,0.8892455317872063,0.9216773604012125,0.9223171734351239,0.9083885209713024,0.9089879249508078,0.7879746835443038,0.9688715953307393,0.8691099476439791,257,8,67
0.88,0.9017660044150111,0.9649560311120007,0.8789393494118148,0.9158392536330265,0.9184684067228778,0.9017660044150111,0.9024994963439527,0.7716049382716049,0.9727626459143969,0.8605851979345955,257,7,74
0.89,0.8852097130242825,0.9641139939451163,0.8573343451097661,0.9028334426083562,0.9088065194242247,0.8852097130242825,0.8867846944474836,0.7352941176470589,0.9727626459143969,0.8375209380234506,257,7,90
0.9,0.8543046357615894,0.9640126600585317,0.8124400017658656,0.8748888634103482,0.8937475307529418,0.8543046357615894,0.8567929468649872,0.675603217158177,0.980544747081712,0.8,257,5,121
0.91,0.7814569536423841,0.9629947038251875,0.710518513956948,0.8051593306237292,0.8668152212556073,0.7814569536423841,0.7865975622348278,0.5730337078651685,0.9922178988326849,0.7264957264957265,257,2,190
0.92,0.6291390728476821,0.9655847818284368,0.5024578085248672,0.6331901595884248,0.8340027837456151,0.6291390728476821,0.6296087893459179,0.43485617597292725,1.0,0.6061320754716981,257,0,334
0.93,0.4260485651214128,0.9681313967028253,0.2307038010518068,0.3149370445162849,0.8101602075112009,0.4260485651214128,0.3666580904073608,0.3307593307593308,1.0,0.49709864603481624,257,0,520
0.94,0.31015452538631344,0.44244681999784036,0.0800663973763052,0.08114237448714781,0.4270259244242215,0.31015452538631344,0.17662461685483272,0.29138321995464855,1.0,0.45127304653204564,257,0,625
0.95,0.2858719646799117,0.10877581120943952,0.05,0.025727750817559857,0.16894376721561272,0.2858719646799117,0.12989176540292877,0.2842920353982301,1.0,0.4427217915590009,257,0,647
